IS_OBSERVED,SOURCE,TARGET,TIME,TYPE,WEIGHT,EVENT_INTERVAL_ID,EVENT,INTEGER_TIME,TIME_POINT,TIME_UNIT,EVENT_INTERVAL,num.receivers,receiver.avg.ASL,sender.ASL,sender.receiver.abs.diff.ASL,receiver.pair.abs.diff.ASL,repetition,undirected.repetition,r.sub.rep.1,r.sub.rep.2,r.sub.rep.3,r.sub.rep.4,s.r.sub.rep.0,s.r.sub.rep.1,s.r.sub.rep.2,s.r.sub.rep.3,reciprocation,receiver.outdeg,sender.indeg,past.interaction.among.current.receivers,current.interaction.among.past.receivers,shared.sender,shared.receiver,cyclic.closure,transitive.closure
0,|Former Lufthansa Senior Employee 2|,|ASL Agent 1|ASL Senior Employee 4|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 6|,|ASL Agent 1|ASL Senior Employee 5|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 7|,|ASL Agent 1|ASL Senior Employee 5|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 4|,|ASL Agent 1|ASL Senior Employee 5|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 3|,|ASL Agent 1|ASL Senior Employee 5|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|Former Lufthansa Senior Employee 2|,|ASL Agent 1|ASL Senior Employee 5|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 6|,|ASL Agent 1|ASL Senior Employee 3|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 7|,|ASL Agent 1|ASL Senior Employee 3|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 4|,|ASL Agent 1|ASL Senior Employee 3|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 5|,|ASL Agent 1|ASL Senior Employee 3|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|Former Lufthansa Senior Employee 2|,|ASL Agent 1|ASL Senior Employee 3|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 6|,|ASL Agent 1|Former Lufthansa Senior Employee 2|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 7|,|ASL Agent 1|Former Lufthansa Senior Employee 2|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 4|,|ASL Agent 1|Former Lufthansa Senior Employee 2|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 5|,|ASL Agent 1|Former Lufthansa Senior Employee 2|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 3|,|ASL Agent 1|Former Lufthansa Senior Employee 2|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Agent 1|,|ASL Senior Employee 6|ASL Senior Employee 7|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 4|,|ASL Senior Employee 6|ASL Senior Employee 7|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 5|,|ASL Senior Employee 6|ASL Senior Employee 7|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 3|,|ASL Senior Employee 6|ASL Senior Employee 7|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|Former Lufthansa Senior Employee 2|,|ASL Senior Employee 6|ASL Senior Employee 7|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Agent 1|,|ASL Senior Employee 6|ASL Senior Employee 4|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 7|,|ASL Senior Employee 6|ASL Senior Employee 4|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 5|,|ASL Senior Employee 6|ASL Senior Employee 4|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 3|,|ASL Senior Employee 6|ASL Senior Employee 4|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|Former Lufthansa Senior Employee 2|,|ASL Senior Employee 6|ASL Senior Employee 4|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Agent 1|,|ASL Senior Employee 6|ASL Senior Employee 5|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 7|,|ASL Senior Employee 6|ASL Senior Employee 5|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 4|,|ASL Senior Employee 6|ASL Senior Employee 5|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 3|,|ASL Senior Employee 6|ASL Senior Employee 5|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|Former Lufthansa Senior Employee 2|,|ASL Senior Employee 6|ASL Senior Employee 5|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Agent 1|,|ASL Senior Employee 6|ASL Senior Employee 3|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 7|,|ASL Senior Employee 6|ASL Senior Employee 3|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 4|,|ASL Senior Employee 6|ASL Senior Employee 3|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 5|,|ASL Senior Employee 6|ASL Senior Employee 3|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|Former Lufthansa Senior Employee 2|,|ASL Senior Employee 6|ASL Senior Employee 3|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Agent 1|,|ASL Senior Employee 6|Former Lufthansa Senior Employee 2|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 7|,|ASL Senior Employee 6|Former Lufthansa Senior Employee 2|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 4|,|ASL Senior Employee 6|Former Lufthansa Senior Employee 2|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 5|,|ASL Senior Employee 6|Former Lufthansa Senior Employee 2|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 3|,|ASL Senior Employee 6|Former Lufthansa Senior Employee 2|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Agent 1|,|ASL Senior Employee 7|ASL Senior Employee 4|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 6|,|ASL Senior Employee 7|ASL Senior Employee 4|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 5|,|ASL Senior Employee 7|ASL Senior Employee 4|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 3|,|ASL Senior Employee 7|ASL Senior Employee 4|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|Former Lufthansa Senior Employee 2|,|ASL Senior Employee 7|ASL Senior Employee 4|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Agent 1|,|ASL Senior Employee 7|ASL Senior Employee 5|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 6|,|ASL Senior Employee 7|ASL Senior Employee 5|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 4|,|ASL Senior Employee 7|ASL Senior Employee 5|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 3|,|ASL Senior Employee 7|ASL Senior Employee 5|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|Former Lufthansa Senior Employee 2|,|ASL Senior Employee 7|ASL Senior Employee 5|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Agent 1|,|ASL Senior Employee 7|ASL Senior Employee 3|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 6|,|ASL Senior Employee 7|ASL Senior Employee 3|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 4|,|ASL Senior Employee 7|ASL Senior Employee 3|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 5|,|ASL Senior Employee 7|ASL Senior Employee 3|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|Former Lufthansa Senior Employee 2|,|ASL Senior Employee 7|ASL Senior Employee 3|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Agent 1|,|ASL Senior Employee 7|Former Lufthansa Senior Employee 2|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 6|,|ASL Senior Employee 7|Former Lufthansa Senior Employee 2|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 4|,|ASL Senior Employee 7|Former Lufthansa Senior Employee 2|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 5|,|ASL Senior Employee 7|Former Lufthansa Senior Employee 2|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 3|,|ASL Senior Employee 7|Former Lufthansa Senior Employee 2|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Agent 1|,|ASL Senior Employee 4|ASL Senior Employee 5|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 6|,|ASL Senior Employee 4|ASL Senior Employee 5|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 7|,|ASL Senior Employee 4|ASL Senior Employee 5|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 3|,|ASL Senior Employee 4|ASL Senior Employee 5|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|Former Lufthansa Senior Employee 2|,|ASL Senior Employee 4|ASL Senior Employee 5|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 5|,|ASL Senior Employee 3|Former Lufthansa Senior Employee 2|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 6|,|ASL Senior Employee 4|ASL Senior Employee 3|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 7|,|ASL Senior Employee 4|ASL Senior Employee 3|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 5|,|ASL Senior Employee 4|ASL Senior Employee 3|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|Former Lufthansa Senior Employee 2|,|ASL Senior Employee 4|ASL Senior Employee 3|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Agent 1|,|ASL Senior Employee 4|Former Lufthansa Senior Employee 2|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 6|,|ASL Senior Employee 4|Former Lufthansa Senior Employee 2|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 7|,|ASL Senior Employee 4|Former Lufthansa Senior Employee 2|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 5|,|ASL Senior Employee 4|Former Lufthansa Senior Employee 2|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 3|,|ASL Senior Employee 4|Former Lufthansa Senior Employee 2|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Agent 1|,|ASL Senior Employee 5|ASL Senior Employee 3|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 6|,|ASL Senior Employee 5|ASL Senior Employee 3|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 7|,|ASL Senior Employee 5|ASL Senior Employee 3|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 4|,|ASL Senior Employee 5|ASL Senior Employee 3|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|Former Lufthansa Senior Employee 2|,|ASL Senior Employee 5|ASL Senior Employee 3|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Agent 1|,|ASL Senior Employee 5|Former Lufthansa Senior Employee 2|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 6|,|ASL Senior Employee 5|Former Lufthansa Senior Employee 2|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 7|,|ASL Senior Employee 5|Former Lufthansa Senior Employee 2|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 4|,|ASL Senior Employee 5|Former Lufthansa Senior Employee 2|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 3|,|ASL Senior Employee 5|Former Lufthansa Senior Employee 2|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Agent 1|,|ASL Senior Employee 3|Former Lufthansa Senior Employee 2|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 6|,|ASL Senior Employee 3|Former Lufthansa Senior Employee 2|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 7|,|ASL Senior Employee 3|Former Lufthansa Senior Employee 2|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,|ASL Senior Employee 4|,|ASL Senior Employee 3|Former Lufthansa Senior Employee 2|,2011-05-04 00:00:00,,0.0,,9,1304460000000,2,3627360,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
